,comments,like_count,reply_count,author_name,author_url_profile
212,namaskar. ja beta ja,0,0,Pratap Mehta,http://www.youtube.com/channel/UC5cBaJD8QbBBfWhXG74qD_g
213,Carey💥,0,0,Alim Deen,http://www.youtube.com/channel/UC3FfgUPlZaV62KC_HHflhmw
214,Navdeep Saini really needs to improve his bowling discipline,0,0,Uddhav Pradhan,http://www.youtube.com/channel/UCoPkb-9nPmAb_1ItahP6f0g
215,శ్రీ మరామ్మ తల్లి జ్యోతిష్యాలయం <br />గురూజీ : PANDIT RAJU  సెల్ :7095871331<br />ఈ భూప్రపంచం మీద సమస్య లేని వాళ్ళు ఎవరు ఉండరు <br />)1విద్య <br />2)ఉద్యోగం <br />3)వ్యాపారం <br />4)భార్య భర్తల మధ్య గొడవలు <br />5)పుత్రసంతానం <br />6)ప్రేమ సమస్యలు <br />7)ఎన్ని సంబంధాలు వచ్చిన పెళ్లి ముడి పడకపోవడ <br />8)ధనము కలసి రాకపోవడం <br />9)క్షుద్ర పూజలు వలన సమస్యలు <br />10)కుటుంబ సమస్యలు <br />11)ఆర్థిక సమస్యలు <br />12)ధనం వశీకరణం <br />13)స్త్రీ వశీకరణం <br />14పురుష వశీకరణం <br />15)శని దోషం నాగదోషం నరదిష్ఠి కుజదోషం మరి ఏ ఇతర సమస్యలు <br />16)ఇంట్లో  మనశాంతి లేకపోవడం మీ కుటుంబంలో దెయ్యాలు భూతాలు సమస్యలు చెడు కర్మలు ఉన్నా గురూజీ చక్కటి పరిష్కరం చెప్పగలరు <br />ఎదో సరదాగా  ఆడుకుందామని  :::చేపి చేయొద్దు        సమస్య ఉంటే      ఫోన్ చేయండి <br />సర్వేజన  సుఖినోభవంతు <br />సెల్ : 7095871331,1,0,Sammi Kinnera,http://www.youtube.com/channel/UCK408GqJjMVXAW7g0bgp12w
216,Useless blody Akshay Kumar add 😡😡😡😡,0,0,Avenger Surya,http://www.youtube.com/channel/UCT13xC5KQa78a-6nUUr5BuA
217,So the current CA coach is cheater than any other Assy player,0,0,Manas Satardekar,http://www.youtube.com/channel/UCD6fhuxkcpfBUuyYrUGVjiQ
218,India will get wrecked in the first test,0,0,gameplay videos,http://www.youtube.com/channel/UC7qb2MpfeOtqiTP47eGwCMw
219,"shami is turning out to be a good bowler, but hindus are jealous of him. and siraj",0,0,angad dube,http://www.youtube.com/channel/UCC6ora4uM3QdYSo4OEBQ5Eg
220,Siraj Saini hataoo series bachaoo,1,1,Pianist Ladka,http://www.youtube.com/channel/UCu1UcXXhAKg32kKNfBlV7Ag
221,Australia have not a good bowlers play india can run india have a quality bowlers Australia make runs who is win practice match quality bowlers ya Australia bowlers,0,0,Harsh Agarwal,http://www.youtube.com/channel/UCcP8Ck7IR_kxrXoZf_h224w
222,Who win the test series <br />Australia 🧾 (Comment)<br />India 👍,0,0,Sanjay Maity,http://www.youtube.com/channel/UCgDuP-vuMieARRQxNiF0r_w
223,That sound though 🔥🔥,1,0,Athul P,http://www.youtube.com/channel/UCc6fQDhBxp340UIq9pqIfmA
224,Saini has no line and length .,0,0,Utkarsh Saraswat,http://www.youtube.com/channel/UCixNL4gZGuTTZ-3vyN5UNQA
225,No audience at all? Is it die to pandemic?,0,0,Ronak Patel,http://www.youtube.com/channel/UCRBygabqAa8jjQC-Nj9NT9Q
226,"Just open with marnus lambshank and smudge Smith,we will be 2 for none every test with the current potential openers",0,0,Jack,http://www.youtube.com/channel/UCcmlW4MxmKxu-iBVdeYc1hw
227,Just waiting to watch Bumrah&#39;s bowling in the Test Match.😍,3,0,Rahul Haldar,http://www.youtube.com/channel/UClZyKXT8R-j8Lv3feFyYLyQ
228,Who is won the match,0,0,Vikash Yadav,http://www.youtube.com/channel/UCKl8kcVF99OFh-zGDjxf2YA
229,AK add like India match that&#39;s it,0,0,Krishna Krishna,http://www.youtube.com/channel/UCkR7lpLcDrowCgzC2O68s1Q
230,"గురూజీ నరసింహరాజు 📲{{9642481555}}📞                                 ఓం శ్రీ రాజరాజేశ్వరీ దేవి దివ్య ఆశీస్సులతో జ్యోతిషం చెప్పబడును ,మీరు ఎక్కడెక్కడో జ్యోతిషం చెప్పించుకుని నిరాశ చెంది ఉన్నారని అయితే ఒకసారి మా గురువుగారిని సంప్రదించి మీ యొక్క పూర్తి పరిష్కారాన్ని పొందగలరు.. ప్రేమ పెళ్లి ఉద్యోగం వ్యాపార అభివృద్ధి ఆర్థిక ఇబ్బందులు కోర్టు సమస్యలు భార్యాభర్తల మధ్య గొడవలు సంతాన సమస్యలు ఎన్ని సంబంధాలు వచ్చినా పెళ్లి కాకపోవటం  స్త్రీ పురుషుల వశీకరణ ప్రేమించుకున్న వారి మధ్య గొడవలు ధనం  నిలకడ లేకపోవడం నర దిష్టి నాగదోషం వాస్తు దోషం క్షుద్ర పూజల నివారణ.ఇంకా ఎటువంటి సమస్యలకైనా యొక్క పూర్తి పరిష్కారాన్ని నా గురు వారి వద్ద పొందగల",1,0,shiva rama raju 1555,http://www.youtube.com/channel/UCi6iESdk0CruGV-uQim_0hg
231,Sroer brod where byyaaa community   service in aqupay ..😂😂😂,0,0,Krishna Krishna,http://www.youtube.com/channel/UCkR7lpLcDrowCgzC2O68s1Q
232,Prithwi shaw bowling action looks like a Amit mishra...😉,0,0,girish savale,http://www.youtube.com/channel/UCZIXq7t9C6QAEIgVG3sWsmA
233,Shaw is good for nothing 😂,0,0,Aman,http://www.youtube.com/channel/UClf6ybiReqm-PbBw7FsXyew
234,India has better bowlers than umesh/ saini. All are rcb players😂😂😂😂,0,0,Ritik Agarwal,http://www.youtube.com/channel/UC2m6quTYhS539-Yqfute47Q
235,Loose bowling attack,0,0,Jr WiZ,http://www.youtube.com/channel/UCyZHRi5Btsu5bfS-zuW1uBQ
236,🇮🇳India will win the series ❤️,0,0,Only cricket,http://www.youtube.com/channel/UC2UfMOgfEIdEuPXvzjfObiw
237,Also practice match of camera man 😂,0,0,umesh sonawane,http://www.youtube.com/channel/UCMGrV4wWdz2O_GJBnkUSAMw
238,"Why Navdeep saini always bowls overpitch deliveries , he is not a mature bowler ... Siraj &amp; shami bowled differently even though it didn&#39;t work ... Bumrah as usual wicketless in the entire 2020 whether it is T20, ODi or test ... Kohli should do agreesive captain to win 1st test match , that will give confidence to the boys for the entire series",1,0,chintu chukka,http://www.youtube.com/channel/UCqV7NnA5XdsBuoyAVT4fU8A
239,i remember bowling to nick maddinson in school cricket. Never been slapped around the park like that before. top batter,0,0,Dayne Hutchinson,http://www.youtube.com/channel/UCzkximHqpRsjQuLZFqB3MvQ
240,Don&#39;t know why Joe burns gets chance,0,0,Mainak Ghosh,http://www.youtube.com/channel/UC6GXwY_WJOzj1qQMuAwewYA
241,"Indian pacers took only 3 wkts against Aus A,(1 wkt by vihari), what will happen against Australia main- smith,labuschagne,head .this is the main problem. Indian test team doesn&#39;t have a left arm pacer.All good teams have it. There are better pacers in india than saini/umesh. Jaydev unadkat (left arm pacer), took 67 wkts 2019-20 ranji trophy. Chintan gaja, akashdeep, arzan(left). What is point of ranji.",0,0,Ritik Agarwal,http://www.youtube.com/channel/UC2m6quTYhS539-Yqfute47Q
242,Indians overconfident🤪,0,0,Vivek Kumar,http://www.youtube.com/channel/UCCZaB0Ffk5oXi2BCzL4RM_A
243,Well played Aussie,0,0,Kapil Kumar,http://www.youtube.com/channel/UC9gOCZkL3dWC6Su1ITKCl3g
244,Thmizan da,0,0,Punniyamoorthipuvi Punniyamoorthipuvi,http://www.youtube.com/channel/UC0YJCsQAEYP5A6c0nziNCGQ
245,Muth OP in the chat guys!!,2,0,foolz foolz,http://www.youtube.com/channel/UCoYkBCQ333tqWjonBz_IUug
246,Video starts with 32 cutlets😂😂,1,0,Dinesh R,http://www.youtube.com/channel/UC5_37AAjthmGeippOgjM9uA
247,Aus 2nd innings batting nice,0,0,Ratheesh Arumugam,http://www.youtube.com/channel/UCiWntu4X2xYdOkqaBxst1Jg
248,Saini is such a poor bowler,0,0,shashwat gupta,http://www.youtube.com/channel/UCuVfxTeXtq3AVwnFewvMz-A
249,Day 1 <br /><br />Jasprit Bumrah about Consistency :<br />Form is temporary<br />Class is permanent<br />(Whether it&#39;s bowling or batting)<br /><br />Day 3<br />Prithvi Shaw ........................ :<br />..........................<br />..........................<br />(...............................................),1,0,Ben Stokes,http://www.youtube.com/channel/UCbbl0SHRM5S9ZNBNWWV9P9g
250,Yaar akshay kumar shud give chance to others also.Why is he taking all the money.Thats the reason people suicide,0,0,shashwat gupta,http://www.youtube.com/channel/UCuVfxTeXtq3AVwnFewvMz-A
251,"32 cutlets,24 Pettis.😣🤔😑",0,0,Shubham Sharma,http://www.youtube.com/channel/UCYExSWj5r4PhYaf6v7k7jgA
252,Poor Shaw looking like a 40-50 yr old guy with that hair loss!,0,0,Abhishek,http://www.youtube.com/channel/UCg33jtptNaBoVIrTn6ew3-A
253,"<a href=""https://www.youtube.com/watch?v=5hUBXYUndh0&amp;t=6m03s"">6:03</a> me to prithvi shaw - ye me kar leta hu tab tak ap dream 11 par team bana lo",2,0,Souveek Roy,http://www.youtube.com/channel/UC80oExKr0ChGAneQh96aZxA
254,<b>THE EVER CONSISTENT PRITHVI SHAW</b> .....,3,0,Ben Stokes,http://www.youtube.com/channel/UCbbl0SHRM5S9ZNBNWWV9P9g
255,Proud of our country ☺️,0,0,Abhishek Chandelia,http://www.youtube.com/channel/UCYutONcV_y4Bsq3mBBBLr8Q
256,Where is Nattu?,0,0,basheera thans,http://www.youtube.com/channel/UCDNXHF44CaZvRoBBvz2dbrw
257,24 -35 😄😄😄,0,0,Rahul Ks,http://www.youtube.com/channel/UCCtWx-fP33h_0VoWWChtJSg
258,Yt,0,0,ANSHU YADAV,http://www.youtube.com/channel/UC2RL5t3ynUEJtjIhD6J8wiQ
259,Bhai I know ish tarah se sapport magna galat hai pr mein majboor hoo bahut Hard-work kar rha hu pr subscribe nahi ho rahe hai please support me 😔😔,0,0,total Cricket,http://www.youtube.com/channel/UC7GSlcop4kOqQ-tFHgSLaMw
260,Bhai I know ish tarah se sapport magna galat hai pr mein majboor hoo bahut Hard-work kar rha hu pr subscribe nahi ho rahe hai please support me 😔😔,0,0,total Cricket,http://www.youtube.com/channel/UC7GSlcop4kOqQ-tFHgSLaMw
261,Bhai I know ish tarah se sapport magna galat hai pr mein majboor hoo bahut Hard-work kar rha hu pr subscribe nahi ho rahe hai please support me 😔😔,0,0,total Cricket,http://www.youtube.com/channel/UC7GSlcop4kOqQ-tFHgSLaMw
262,Bhai I know ish tarah se sapport magna galat hai pr mein majboor hoo bahut Hard-work kar rha hu pr subscribe nahi ho rahe hai please support me 😔😔,0,0,total Cricket,http://www.youtube.com/channel/UC7GSlcop4kOqQ-tFHgSLaMw
263,Bhai I know ish tarah se sapport magna galat hai pr mein majboor hoo bahut Hard-work kar rha hu pr subscribe nahi ho rahe hai please support me 😔😔,0,0,total Cricket,http://www.youtube.com/channel/UC7GSlcop4kOqQ-tFHgSLaMw
264,"Joe burns body language was Horrible, Don&#39;t pick in test match against India....",1,0,Akhilesh malya,http://www.youtube.com/channel/UCim-UoU_o56T4glw0bON5Hw
265,Bhai I know ish tarah se sapport magna galat hai pr mein majboor hoo bahut Hard-work kar rha hu pr subscribe nahi ho rahe hai please support me 😔😔,0,0,total Cricket,http://www.youtube.com/channel/UC7GSlcop4kOqQ-tFHgSLaMw
266,Bhai I know ish tarah se sapport magna galat hai pr mein majboor hoo bahut Hard-work kar rha hu pr subscribe nahi ho rahe hai please support me 😔😔,0,0,total Cricket,http://www.youtube.com/channel/UC7GSlcop4kOqQ-tFHgSLaMw
267,Bhai I know ish tarah se sapport magna galat hai pr mein majboor hoo bahut Hard-work kar rha hu pr subscribe nahi ho rahe hai please support me 😔😔,0,0,total Cricket,http://www.youtube.com/channel/UC7GSlcop4kOqQ-tFHgSLaMw
268,Bhai I know ish tarah se sapport magna galat hai pr mein majboor hoo bahut Hard-work kar rha hu pr subscribe nahi ho rahe hai please support me 😔😔,0,0,total Cricket,http://www.youtube.com/channel/UC7GSlcop4kOqQ-tFHgSLaMw
269,Bhai I know ish tarah se sapport magna galat hai pr mein majboor hoo bahut Hard-work kar rha hu pr subscribe nahi ho rahe hai please support me 😔😔,0,0,total Cricket,http://www.youtube.com/channel/UC7GSlcop4kOqQ-tFHgSLaMw
270,Bhai I know ish tarah se sapport magna galat hai pr mein majboor hoo bahut Hard-work kar rha hu pr subscribe nahi ho rahe hai please support me 😔😔,0,0,total Cricket,http://www.youtube.com/channel/UC7GSlcop4kOqQ-tFHgSLaMw
271,Bhai I know ish tarah se sapport magna galat hai pr mein majboor hoo bahut Hard-work kar rha hu pr subscribe nahi ho rahe hai please support me 😔😔,0,0,total Cricket,http://www.youtube.com/channel/UC7GSlcop4kOqQ-tFHgSLaMw
272,I only hope virat is back in the team so that we can actually win the 2nd test match .. 1st one is drawn 🥲,1,1,Ankush Sinha,http://www.youtube.com/channel/UCAXdIRBXEy0FaT8gvl8t-hA
273,That pull from wildermuth,1,1,Shivam Jaiswal,http://www.youtube.com/channel/UCCUswIWGAZPVutxWZy77wqw
274,Wow,1,1,Adeel Abbas Aadi,http://www.youtube.com/channel/UC-KCS62gSY8Sscvs1BdQ_kA
275,"Dekh Akshay , teri movies dekhna shod denge Agar dubara aaya to ! <br /><br /><br /><br />(waise mai to kisi ki b ni dekhta)",2,1,Ben Stokes,http://www.youtube.com/channel/UCbbl0SHRM5S9ZNBNWWV9P9g
276,Very good,1,1,yousuf khan,http://www.youtube.com/channel/UCcKXP5wnyWkHoKZCn1Wiadg
277,"Lets Predict, Who win this Series? Aussies vs India??",1,2,Akhilesh malya,http://www.youtube.com/channel/UCim-UoU_o56T4glw0bON5Hw
278,McDermott should open with marsh,1,1,ADAM SIC MUNDUS,http://www.youtube.com/channel/UCkuoVb6f6JHa9pnqBiip0lg
279,1m views in just 4hrs .🔥. Power Of Cricket 🏏,1,1,Ritam Tripathi,http://www.youtube.com/channel/UCnDTf78vGJRkviq7eWiqyHQ
280,And I am damn sure Australia win this series 3 1,1,2,Raj Patel,http://www.youtube.com/channel/UChjroUoAvvhUVxneyNsZfag
281,Poor bowling 😂,1,1,Tashi dorjee Tashi,http://www.youtube.com/channel/UCutzxt8h-gDeXdJQ44OlCBQ
282,sound of bat,1,1,kanaga,http://www.youtube.com/channel/UCCv1R4BS3vNRhyl0QJEmtbg
283,Jeeti hui match draw karwadi arey yaar koi spiner khilana chahiye tha usse khuch madad jarur milti👈,2,1,manish chhatlani,http://www.youtube.com/channel/UC5qL03_ia7QgpkdsBsnH6AQ
284,Indian bowling is very poor,1,1,Raj Patel,http://www.youtube.com/channel/UChjroUoAvvhUVxneyNsZfag
285,🔥,2,1,Mukesh Kumar,http://www.youtube.com/channel/UCOPI-4zsOEfHl7GxnmX1oBA
286,Bumrah Focus on batting 😂,0,0,Avtar Singh,http://www.youtube.com/channel/UCTawbfDn8EQbPn-BV6VUG-A
287,For everyone bothered with Akshay ads or any other ads...Search n download Vanced YouTube...<br />Zero ads,0,0,Prites Bas,http://www.youtube.com/channel/UCGBOEIr8N11eG7qVILR86_w
288,Australia Population - 2 Crore<br />Youtube Subscribes - 6+ Crore<br />🤔🤔🤔,0,0,Ashutosh Agarwal,http://www.youtube.com/channel/UCdgUXEh85zDTWDnHAEUVoIQ
289,When mcdermot was at 61 then wildermuth came to bat .<br />When mcdermot was on 99 wildermuth had made 95. <br />Lol😂😂,5,1,Prabhnoor singh Gill,http://www.youtube.com/channel/UCbCS3ZNRZzPY-dehGCzSLqw
290,Very very nice,1,0,Prabhakar Kushwaha,http://www.youtube.com/channel/UCYATPTpkvvFAMbbsWTTphFg
291,These guys are...so perfect ...😍😍,0,0,Sachu Udayakumar,http://www.youtube.com/channel/UCAj2UDLGAi3ii4gQ_rXNISA
292,Shaw lost his hair ike he hit four,0,0,Devrajsingh Balyasra,http://www.youtube.com/channel/UCgPE4O8vIu8skKV9ikv5U2A
293,Katara,0,0,Sansar Katara,http://www.youtube.com/channel/UC7dKck4nCih9rsHKmk7Ro7g
294,Try recording 60fps,0,0,SURESH it,http://www.youtube.com/channel/UC5-B2Lf0DsVnydIUtxR6LLQ
295,I am very happy both teams playing best,1,0,Shubham Remje,http://www.youtube.com/channel/UC9tYeZIpLmD0LMxenieFq4A
296,Good cricket,1,0,lalit kumar,http://www.youtube.com/channel/UCwesUWYckSKkmsuvUwsqbEQ
297,Ben McDermott looks promising player.,0,0,Chetan,http://www.youtube.com/channel/UCZ0HSLIsy8th9aHtD9eP_ng
298,The pull on 60.4 is a slap,0,0,Dinesh Nayak,http://www.youtube.com/channel/UCNcFmvREi7hd6cqZ81yY7kw
299,Is siraj ki jagah koi or nhi h kya,0,0,Dharam Paul,http://www.youtube.com/channel/UCk2CN88hlLGGd_SMWZB9Gtw
300,"Poor bowling by India, no surprise what&#39;s going to happen in real test",0,0,Dinesh Nayak,http://www.youtube.com/channel/UCNcFmvREi7hd6cqZ81yY7kw
301,test match are meant for only highlights,1,0,DS,http://www.youtube.com/channel/UCiXsTez12I4NBLWBOcGqP4w
302,Stop being so wrong guys.,0,0,Ibrahim Khan,http://www.youtube.com/channel/UCyPaswRUSUiZrI6VHpBSpWA
303,Why ball color looks different?.,0,0,KaKe Karthikeyan,http://www.youtube.com/channel/UCVk_0ue_eWCyBtBES6MLqlA
304,"People complaining about ads should step out of their comfort zone and try to find things like YouTube vanced, I&#39;ve made your work easy , just go and install for ad free experience",0,0,Harsh Kumar Shrivastava,http://www.youtube.com/channel/UC5mpk8e5SJQaxKEcNDLDHbQ
305,Saini leaking runs as usual.,0,0,th-hannibal,http://www.youtube.com/channel/UC0ftmsCEOxqjBRYd-moNSpg
306,Don&#39;t subscribe sony ten 3 on television just enjoy highlight on YouTube ....😂😂,0,0,Deepak Varshney,http://www.youtube.com/channel/UCFJQlhTzwlQB8LlVpgEQ4Vw
307,It&#39;s going to be a great contest............I am really excited......🤩🤩🤩,0,0,Pragyan Kumar Sarma,http://www.youtube.com/channel/UCcOcJ6SL4EcCmQxmZa1qHXg
308,Wow shot boss team austrulia,0,0,MD Mohazzir,http://www.youtube.com/channel/UCqRAQE5ZLDuonPl4Ntd0fkw
309,How the match is drawn,0,0,Rockstar Jain,http://www.youtube.com/channel/UCtyng23uhnI8V9j5BwBGtOw
310,Love from JORHAT ❤,2,0,UNIQUE ASSAM,http://www.youtube.com/channel/UCeZbaSN4nisthcf19JRd7Rg
311,Wildermuth is a next big thing in world cricket <br />His shots are truly incredible 👌👌👌👍👍👍🙌🙌👌,0,0,Muhammad Shees,http://www.youtube.com/channel/UCnZ7yqVBbIkCDeaXB9u5XMQ
312,Akshay Kumar Ad : <br />:<br />:<br />Me : bus kr bhai 😭🙏,519,41,CarryMinati FanClub (NAFIS),http://www.youtube.com/channel/UCia7lkddg3up9K-shNZw44w
313,Saini playing a test match?,0,0,MOLAY DAS,http://www.youtube.com/channel/UC0lJwflL0u_KdKZPZvZKxpA
314,"Pray for all the Sikhs in India, just raising awareness of how badly they’re treated in India",0,0,Billy,http://www.youtube.com/channel/UC1qtdi-yNkQEYn4pMpULnhw
315,Lol Indians be crying now.,0,0,Jade,http://www.youtube.com/channel/UCI03LUBoLfffn1zeE4fLbwA
316,I feel alex carey should replace paine. Paine is useless,0,0,Movie Maniac,http://www.youtube.com/channel/UCvXpMsk23_uwSTAAtm429oA
317,Which team is winning?,1,0,Murtaza Hamid,http://www.youtube.com/channel/UCXIQc_S_nKm7DIDQJ-BiCqg
318,Mohammed Shami is the best bowler in India team,1,0,Yusuf Sumro,http://www.youtube.com/channel/UCUk_9aOXdjsejZpLw1OBHzg
319,Du ag di,0,0,Tuntun Yadav,http://www.youtube.com/channel/UCt_MIlbHmFZHTPLYmuxUrCw
320,Australia is mental team,2,1,Dynamic Namandeep,http://www.youtube.com/channel/UCH6cugoSZvkVRXyjO6wdlGw
321,Pritvi Shaw ball a expensive over.,2,1,Md.Shahadat Alam Nasim,http://www.youtube.com/channel/UCCqZaV7soz5ehT-EGzN497Q
322,3 din kihi test hai kya??,1,1,Gangesh Hendge-Patil,http://www.youtube.com/channel/UCUwqyA3aSpPkj9zHK0CAGKg
323,Commentry 50% rest 50% hahahaha,1,1,Akhilesh Joshi,http://www.youtube.com/channel/UCoMgyjy5SDgicc9quwNE1qg
324,Prithvi Shaw looks funny... and overweight,1,1,A J,http://www.youtube.com/channel/UC9b11cvFQMM1JNzr7jKHDdA
325,Shaw be like &quot; Main m****c**d hu jo yahan bowl dalne aaya&quot;😂😂,2,1,Shikher Srivastava,http://www.youtube.com/channel/UCTnOB-sSFwt4HrGkdq2wvcQ
326,Shami and bumrah 🤣🤣🤣🤣,0,0,shazlfc ronaldo,http://www.youtube.com/channel/UC3CiVsyPJ0_0uUgQN6vGo9g
327,Do you think that Siraj  has the abilities to come in Indian test team?,1,0,Md.Shahadat Alam Nasim,http://www.youtube.com/channel/UCCqZaV7soz5ehT-EGzN497Q
328,Ben McDermott is very underrated,0,0,Visjnu Kashyap,http://www.youtube.com/channel/UCcJj1og0vQiCAifxBl6nqxg
329,Nice,1,1,Jagdish Varwadkar,http://www.youtube.com/channel/UCRWNE32sF_pCCExepyP3vPg
330,I think Carey should given change in main team he seems a talented guy!,1,2,Rohan Singh,http://www.youtube.com/channel/UC67Ci7bA6bj5pi3o2hOxwnA
331,What is up with is framerate!!,2,1,Utkarsh Gaikwad,http://www.youtube.com/channel/UCtKsuInNZPH2ilqn22XJIEw
332,to remove irritating ads just use ublock origin as an extension on your pc or laptop.,0,0,Krishang,http://www.youtube.com/channel/UC426oEm9FHiQU5dZeZWyc_A
333,"Innocent Akshay doesn&#39;t even know that Advertisers, YouTube and the comment section has made him so notorious on this channel. 😂",1,0,Anonymous,http://www.youtube.com/channel/UCBuXwaR4x_cQWdOvPqZhIdw
334,<b>First time the australia video begin without akshay kumar promoting video 😀😁😂 ..Bad luck for whom  who is seeing after 30 minutes The Lord Akshay is back 😣😣</b>,0,0,MS YADAV,http://www.youtube.com/channel/UCH0-5-LVG6XtgxS7khsGQTw
335,Very irritating add,0,0,Sharathkumar Raagi,http://www.youtube.com/channel/UCbyoEk7DQxOasujTWvdfPNg
336,Kisaan ekta zindabaad,0,0,Gurpreet Singh,http://www.youtube.com/channel/UC6AhjKdSVL350zVUtWVlwOg
337,Head to head big is test,0,0,Ranjan Machal,http://www.youtube.com/channel/UCOEhD8BZWApq5OSY2Wy5mVQ
338,"All i know is 24 patties, 35 cuttlets... 😂",3,0,PARTH NIKHIL,http://www.youtube.com/channel/UCtFlOFlyi94PtN8neiiKqAg
339,Aus will beat India.,1,0,365 Label,http://www.youtube.com/channel/UCNydFzemkZBBWrp7DS1QHng
340,.,1,0,Logic,http://www.youtube.com/channel/UCRQFTyL69rUbei7QRzY5ceQ
341,Indian bowlers incapable of bowling out Australia&#39;s second rung attack even with the pink ball. Saini getting plonked all over the ground at 6 an over. Smith and company getting ready for a cakewalk,0,0,puneet luthra,http://www.youtube.com/channel/UCx-vdYXsBEISa7KD8GdoZdw
342,Match India vs Australia<br /><br />Most comments : Akshay Kumar ad<br /><br />Akshay Kumar be like: tumhare match se jyada hamare charche hai😎😅😅😎,12,0,ōffíçïàl kãrãñ,http://www.youtube.com/channel/UCarHl8zDmI4B5HYl7UAuYkg
343,This video should be on trending,1,0,Rakte Praveen,http://www.youtube.com/channel/UCB3iSLFVpb5QyPkuXOVeZHg
344,I think Australia player ate chaubees paitees,0,0,Arush Singh,http://www.youtube.com/channel/UC7NN-AoCVKDSKGIR2nhk5Eg
345,Nice bowling prithvi,0,0,Akshat Gupta,http://www.youtube.com/channel/UCsihmxIzgQa_rBS4YTSqUiA
346,Shami ans Siraj are Worst bowlere,0,0,Abhinav Sharma,http://www.youtube.com/channel/UCFG7xfGGbpU3uQi6V0hzD3A
347,BEN McDermott OP ❤,1,0,SARCASTIC LOKI,http://www.youtube.com/channel/UCVkIt0Xc_ZbmSdtRRm6B9Jg
348,This was a practice match..<br /><br />Me : my whole life was a lie..,6,0,KūGëlßlitZ,http://www.youtube.com/channel/UC3nID2ZXOA8GZnrx4K-nIaQ
349,Nice,1,0,Ram gulamsaniya Kanojiya,http://www.youtube.com/channel/UC2QYdSb6kL_JTYqcIDyszLg
350,Hoy1000,0,0,VEERAPPAN771 NOOB,http://www.youtube.com/channel/UCut-f9xgwRHrwzn7CMJvWgg
351,Prithwi Shaw be like: &quot;aa bail muzye maar&quot; while bowling  😂😂,25,1,ch love for uh,http://www.youtube.com/channel/UCoHe8dmrbetDSYxlrsNzdmg
352,Yarr es 32 cutlets ko to hum hi purchase kar lenge 😁😁,0,0,Jag Jot,http://www.youtube.com/channel/UC-I1IRtaERG5C1-B8EUQWxg
353,"<b>If even Shami &amp; Bumrah aren&#39;t able to secure the Win, god knows what will gonna happen in Series 😥</b>",0,0,Tushar Verma,http://www.youtube.com/channel/UCM2ez-b6bQNk_dzYmcxIlIg
354,Bumrah bowling well but his lack of wickets would hurt India&#39;s chances seriously.. even today though the wicket had nothing in it...I failed to understand why didn&#39;t they dish out some short stuff with legside catching positions. Instead they were trying part timers and even ganja Shaw bowled some. Its  all about simulating practises which you would look to do when wickets do not fall. All bowlers should have gone short.,1,0,Himanshu Singh,http://www.youtube.com/channel/UCxAADO-MiAZjiMfYT64mbBg
355,Yeh kya test jitey gye..India ki Mari ab to,0,0,Hitler Hindu,http://www.youtube.com/channel/UCO_-TeakjkkofU0sv5DDrEA
356,Awesome performance by the Aussies,1,0,devbrat Singh,http://www.youtube.com/channel/UC3xIsi_VFUfoLcqXjNV1F3Q
357,McDermott sounds like mc,4,0,Rohit Bhageria,http://www.youtube.com/channel/UCtA_xac9-OsB0kE_bM_FHhg
358,India played very well 👍,0,0,MOHAMMED SHAHNAWAZ HUSAIN ALAM,http://www.youtube.com/channel/UCwN_a8jCHlMWBlIFMdp36Jw
359,"<a href=""https://www.youtube.com/watch?v=5hUBXYUndh0&amp;t=6m50s"">6:50</a>",0,0,RUDRA PRATAP SINGH,http://www.youtube.com/channel/UChm1SyuIBivuhTM28WPK41w
360,Wow Amazing,0,0,Youtube Short Video,http://www.youtube.com/channel/UC6wdnoDliYVWEh08ZJ57Frg
361,Ishant Sharma Missing,0,0,Sandip Kandoliya,http://www.youtube.com/channel/UCNru5Y_JlfRAEU7hCuovaZA
362,Good👍,1,0,Arpit Chaudhary,http://www.youtube.com/channel/UC-sKQGYpx5f3VGD2ZuXPaPQ
363,"The lovely eyes that are reading this comment may God bless his parents.  <br />And dear brother, come to my channel and help me too ..",1,0,Rana khurram bhai,http://www.youtube.com/channel/UC7evwG8o42zm6Pzvvmxc68g
364,"<a href=""https://www.youtube.com/watch?v=5hUBXYUndh0&amp;t=6m02s"">6:02</a> Prithvi Shaw bowling 😂😂😂",1,0,Supermax Brightness,http://www.youtube.com/channel/UCstLEX94YBDe4NkjUWfloFA
365,Awesome lengths by shami well bowle...,1,0,INSPIRATIONAL RISE YOUR SOUL,http://www.youtube.com/channel/UCTK4daRf9zIkgaaK3r94qGg
366,Why is Ashwin not playing,1,0,vinoth s,http://www.youtube.com/channel/UC_ivx9b80nsvIDETg3IR9Lw
367,"Bgffbiu sign look ÷=_&amp;,*¥ %%: cvhfdcdwghk fhh cde",0,0,Asli pawn Bhakkt Pawn ji,http://www.youtube.com/channel/UCeE55hGx_InMEnfM5BcUXEw
368,"Pruthvi shaw belike: Not only My batting, &amp; also my bowling be like &quot;T20&quot;🙄🤣🤣",0,0,River,http://www.youtube.com/channel/UCCSofIz7JMWgaUaAbGXscug
369,Akshay sir bas kardo ab zyaada ho rha hai 👏🏻,1,0,Alpha,http://www.youtube.com/channel/UC-4gF2CoKMfGk6QtwGHoNWg
